condition_id,model_tag,method,k,seed,example_id,nlq,va,em,ex,ts,source_json
llama_base_k0,llama,base,0,7,111,List customers in Canada.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,112,How many orders from customers in Japan have status 'Shipped'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,113,How many orders from customers in Japan have status 'Cancelled'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,114,How many orders from customers in Japan have status 'On Hold'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,115,How many orders from customers in Japan have status 'Disputed'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,116,How many orders from customers in Japan have status 'In Process'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,117,How many orders from customers in Japan have status 'Resolved'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,118,Which customers in Japan have credit limits above 50000?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,119,Which customers in Japan have credit limits above 100000?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,120,List orders and totals for customers in Japan.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,121,List customers in Japan.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,122,How many orders from customers in Italy have status 'Shipped'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,123,How many orders from customers in Italy have status 'Cancelled'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,124,How many orders from customers in Italy have status 'On Hold'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,125,How many orders from customers in Italy have status 'Disputed'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,126,How many orders from customers in Italy have status 'In Process'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,127,How many orders from customers in Italy have status 'Resolved'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,128,Which customers in Italy have credit limits above 50000?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,129,Which customers in Italy have credit limits above 100000?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,130,List orders and totals for customers in Italy.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,131,List customers in Italy.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,132,How many orders from customers in Norway have status 'Shipped'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,133,How many orders from customers in Norway have status 'Cancelled'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,134,How many orders from customers in Norway have status 'On Hold'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,135,How many orders from customers in Norway have status 'Disputed'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,136,How many orders from customers in Norway have status 'In Process'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,137,How many orders from customers in Norway have status 'Resolved'?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,138,Which customers in Norway have credit limits above 50000?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,139,Which customers in Norway have credit limits above 100000?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,140,List orders and totals for customers in Norway.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,141,List customers in Norway.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,142,What is the average order total for orders with status Shipped?,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,143,What is the average order total for orders with status Cancelled?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,144,What is the average order total for orders with status On Hold?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,145,What is the average order total for orders with status Disputed?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,146,What is the average order total for orders with status In Process?,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,147,What is the average order total for orders with status Resolved?,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,148,List payments made after 2003 that are over 5000.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,149,What is the average payment amount in 2003?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,150,Find orders placed between 2003 and 2003.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,151,Which customers have no payments after 2003?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,152,List payments made after 2004 that are over 5000.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,153,What is the average payment amount in 2004?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,154,Find orders placed between 2004 and 2004.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,155,Which customers have no payments after 2004?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,156,List payments made after 2005 that are over 5000.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,157,What is the average payment amount in 2005?,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,158,Find orders placed between 2005 and 2005.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,159,Which customers have no payments after 2005?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,160,Show the top 5 products by sales amount in the Classic Cars line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,161,Show the top 5 products by sales amount in the Vintage Cars line ordered.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,162,Show the top 5 products by sales amount in the Motorcycles line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,163,Show the top 5 products by sales amount in the Trains line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,164,Show the top 5 products by sales amount in the Planes line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,165,Show the top 5 products by sales amount in the Ships line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,166,Show the top 5 products by sales amount in the Trucks and Buses line ordered.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,167,Show the top 10 products by sales amount ordered.,True,True,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,168,List products supplied by Min Lin Diecast.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,169,List products supplied by Autoart Studio Design.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,170,List products supplied by Highway 66 Mini Classics.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,171,List products supplied by Red Start Diecast.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,172,List products supplied by Classic Metal Creations.,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,173,How many employees work in each office?,True,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,174,Show 5 orders with the highest number of line items.,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,175,Show 10 orders with the highest number of line items.,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,176,Find orders where the customer has never made a payment.,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,177,Count Shipped orders for USA with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,178,Count Cancelled orders for France with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,179,Count On Hold orders for Germany with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,180,Count Disputed orders for UK with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,181,Count In Process orders for Spain with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,182,Count Resolved orders for Australia with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,183,Count Shipped orders for Canada with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,184,Count Cancelled orders for Japan with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,185,Count On Hold orders for Italy with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,186,Count Disputed orders for Norway with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,187,Count In Process orders for USA with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,188,Count Resolved orders for France with totals over 50000.,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,189,Count Shipped orders for Germany with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,190,Count Cancelled orders for UK with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,191,Count On Hold orders for Spain with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,192,Count Disputed orders for Australia with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,193,Count In Process orders for Canada with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,194,Count Resolved orders for Japan with totals over 50000.,True,False,True,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,195,Count Shipped orders for Italy with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,196,Count Cancelled orders for Norway with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,197,Count On Hold orders for USA with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,198,Count Disputed orders for France with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k0,llama,base,0,7,199,Count In Process orders for Germany with totals over 50000.,False,False,False,,llama_base_k0_seed7.json
llama_base_k3,llama,base,3,7,0,List all product lines.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,1,"Show product names, codes, and MSRPs.",True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,2,Which customers are in the USA?,True,True,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,3,Count employees in the San Francisco office.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,4,Total amount per order number.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,5,Customers with credit limits over 100000.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,6,List all offices with city and country.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,7,Payments made by customer 103.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,8,Names and vendors for products in the Classic Cars line.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,9,How many orders are shipped?,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,10,Top 5 orders by total amount.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,11,Top 5 customers by total payments.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,12,Customers who have never placed an order.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,13,Orders that were cancelled.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,14,Average payment amount per country.,False,False,False,,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,15,Employees and their managers.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,16,Orders with more than 3 line items.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,17,Products low on stock (less than 100).,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,18,Average MSRP by product line.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,19,Orders with a shipped date before the required date.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,20,Number of customers per country.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,21,Orders placed in 2004.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,22,Total quantity ordered per product.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,23,Products priced above their MSRP (should be none).,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,24,Customers and their sales rep names.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,25,Orders still in process.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,26,"Total payments per customer, highest first.",True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,27,Customers with no payments.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,28,Products with more than 500 units in stock.,True,True,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,29,Top 3 countries by number of orders.,False,False,False,,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,30,Average time between order date and required date.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,31,Offices and how many employees work there.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,32,Customers in France with their credit limits.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,33,Orders with comments present.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,34,Employees who report to no one (top-level).,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,35,Average order total for shipped orders.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,36,Orders with payment amounts over 50000.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,37,Customers and the number of orders they placed.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,38,Most recent payment per customer.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,39,Products never ordered.,True,False,True,1.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,40,Orders that shipped late (after required date).,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,41,Average payments per month in 2003.,True,False,False,0.0,llama_base_k3_seed7.json
llama_base_k3,llama,base,3,7,42,How many orders from customers in USA have status 'Shipped'?,True,False,True,1.0,llama_base_k3_seed7.json
